ATK Tahtitieteessa kurssin harjoitustyo:
Kirkkaimpien tahtien koordinaatit ja naennainen magnitudi
      RA (deg)     DEC (deg)     VMAG 
     99.307503    -36.990555     5.710
     99.448334    -32.339722     5.270
     99.647499    -16.873611     6.030
     99.948334     12.983055     5.970
     99.819580    -14.145833     4.820
     99.440414    -43.196114     3.170
    100.407082     35.931946     6.460
    100.337502     28.196388     6.420
    100.132500      6.371667     6.510
     99.901253    -23.695555     6.050
    100.244583      9.895555     4.660
    100.340836     16.397499     6.280
    100.321663     11.003333     6.110
    100.770836     44.524445     5.020
     99.927917    -30.470278     5.710
    100.272499      0.495278     5.790
     99.656670    -48.220280     4.930
    101.048332     53.296387     6.270
    100.807503     37.146946     6.190
     99.987083    -38.158890     6.580
    100.601250     17.645277     5.210
    100.497086      6.345000     6.370
     99.502502    -61.533054     6.180
    100.485001     -9.167223     5.190
    101.558746     59.441669     4.870
    101.052498     36.109722     6.310
    100.982918     25.131111     2.980
    100.777084      3.033333     6.190
    100.308746    -40.349720     6.120
    100.205414    -47.674725     6.650
    101.706253     57.169167     5.350
    100.997086     13.227777     4.490
    100.911247      3.932222     5.900
    101.189583     28.970835     5.440
    100.690834    -22.449165     6.130
    100.568336    -38.398613     6.290
    101.684586     43.577499     5.250
    101.322502     12.895555     3.360
    102.053749     55.704445     6.330
    102.051247     55.704445     6.280
    101.915001     48.789444     5.220
    100.847084    -39.193333     6.300
    101.475830     12.693611     6.460
    102.737915     67.571945     5.140
    101.287086    -16.716112    -1.460
    101.118332    -31.070557     5.200
    101.216248    -27.341389     6.450
    101.635002      8.587222     5.930
    101.347084    -23.461945     6.050
    101.260002    -30.586111     6.540
    101.497086    -14.796111     5.320
    101.847916     18.193333     6.200
    101.345001    -31.793612     5.920
    101.380417    -30.948889     5.800
    101.662498    -10.107223     5.660
    101.832497      8.037223     4.770
    101.712914    -14.425834     5.290
    100.240837    -71.775558     6.510
    101.964996      2.412222     4.470
    101.513748    -39.540001     6.620
    101.904587     -8.998334     5.070
    101.756248    -21.015556     6.080
    101.550415    -37.775555     6.210
    103.425835     68.888329     5.120
    102.422081     32.606667     5.710
    101.358749    -52.201111     6.570
    102.079170     -1.319167     5.750
    101.473747    -52.410000     5.800
    102.691254     41.781387     5.020
    102.265419      1.001944     6.150
    101.839165    -37.929722     5.260
    102.457497     16.202778     5.850
    103.271248     59.448612     5.330
    102.318336     -2.271945     5.740
    102.240837    -15.144722     5.390
    101.720001    -51.265835     5.400
    101.672920    -54.694725     6.460
    102.606247     13.413333     5.650
    101.827919    -55.540001     5.610
    105.016670     76.977501     4.550
    102.433334    -24.075834     6.330
    102.887497     21.761110     5.270
    102.707916     -0.540833     5.770
    100.903336    -73.118057     6.370
    103.281670     44.839443     6.260
    103.000000     23.601667     5.650
    102.676247     -8.041112     6.290
    102.591248    -17.083889     5.790
    101.233749    -70.433891     6.110
    102.525002    -27.333889     7.040
    102.460419    -32.508610     3.960
    103.256248     38.869164     6.120
    103.197083     33.961113     3.600
    103.305832     38.438057     6.300
    103.264168     35.788612     6.010
    102.913750      3.041667     6.380
    102.653748    -25.778055     6.330
    102.597084    -31.706112     5.700
    102.490837    -45.450001     6.550
    103.487503     38.505001     6.480
    102.477501    -46.614719     5.140
    102.718330    -34.367222     4.990
    102.047501    -61.941391     3.270
    103.205833      8.380278     5.770
    103.095413     -5.316111     6.300
    102.484169    -50.614719     2.930
    102.463753    -53.622219     4.400
    103.343750     10.996389     6.240
    103.813332     45.826389     6.340
    103.811249     43.910000     6.130
    102.926247    -36.230278     5.960
    100.011253    -80.813614     5.640
    104.318748     58.422501     4.350
    104.305000     57.563332     6.050
    102.504585    -60.249168     6.110
    102.886665    -48.292500     6.420
    103.661247     13.177778     4.650
    103.328331    -19.032778     5.640
    103.340416    -18.933332     6.140
    103.250420    -26.957500     6.400
    104.134583     46.274166     5.870
    103.827499     25.375555     5.730
    103.535416     -5.852500     6.410
    103.387085    -20.224167     4.830
    103.602501     -1.126944     5.450
    104.233330     46.705002     5.860
    103.547501    -12.038611     4.070
    103.165413    -42.504444     6.520
    103.391251    -28.539722     6.040
    103.675415     -1.756389     6.210
    103.480415    -24.539165     6.210
    103.196251    -43.975834     6.460
    103.532913    -24.183887     3.870
    105.339584     70.808060     5.680
    103.745003     -2.803611     6.040
    103.554169    -23.928333     6.910
    103.894165      8.324722     6.290
    104.404587     45.094166     4.900
    104.252083     33.681114     5.890
    103.195419    -54.090000     6.570
    103.761253    -20.404722     5.740
    104.107498      9.956388     5.920
    103.905830    -20.136389     4.680
    103.611252    -42.365555     6.320
    103.189163    -59.341110     6.410
    104.027496    -14.043612     5.000
    103.509583    -50.611664     6.260
    103.945000    -22.941387     5.300
    104.034164    -17.054167     4.370
    104.357086     11.907499     6.270
    103.978333    -31.789999     6.360
    104.250420     -8.178889     6.340
    104.761665     38.052223     6.000
    104.697502     26.081112     6.100
    102.862503    -70.963333     5.400
    104.311668    -22.203335     6.610
    104.190414    -35.341667     6.290
    104.866249     25.914165     6.400
    104.662498      7.621944     6.270
    104.391251    -24.630556     5.460
    104.066666    -48.721111     4.950
    115.127083     87.020004     5.070
    104.737503      3.602222     5.970
    104.426666    -27.537500     6.230
    104.323334    -35.507500     6.230
    104.833748      7.316945     6.350
    104.531670    -27.164722     6.370
    105.065834     16.078890     5.680
    104.649582    -25.413889     5.590
    106.465836     70.731941     6.500
    104.656250    -28.972223     1.500
    104.604584    -34.111664     5.060
    105.321663     32.414448     6.590
    104.682503    -30.997778     6.420
    105.074997     -5.366945     6.300
    104.913750    -21.603334     6.260
    105.098747     -8.406944     5.960
    105.033752    -20.158888     6.310
    104.674164    -45.768055     6.220
    105.163750     -9.203055     6.490
    105.080414    -22.119444     6.530
    105.422501      4.818056     6.630
    105.603333     24.215279     5.180
    105.606247     17.755556     5.940
    105.572502     15.336111     5.740
    105.479164      5.557500     6.590
    104.665001    -55.729446     6.270
    105.639580     16.674166     5.820
    105.470413     -1.345556     6.170
    105.177498    -28.489445     6.270
    104.650833    -56.394726     6.450
    105.485001     -5.722222     5.200
    105.274582    -25.215279     5.630
    105.207497    -33.465279     6.400
    106.505417     59.801945     6.440
    105.876663     29.337223     5.930
    106.415833     52.758057     6.120
    106.287498     47.775002     6.380
    105.429581    -27.934721     3.470
    105.824585      9.138333     5.970
    105.728333     -4.239166     4.990
    105.908333     10.951667     5.130
    106.027084     20.570278     3.790
    105.964996     12.594444     5.980
    105.214584    -51.402500     5.140
    105.756248    -23.833334     3.020
    106.084167      1.488333     6.570
    106.021667     -5.323611     5.620
    105.988747    -10.124166     6.450
    105.939583    -15.633333     4.120
    105.565002    -43.404167     6.430
    106.326668     22.637222     6.020
    106.548332     34.473888     5.550
    105.271248    -58.940002     6.020
    104.960419    -67.916115     5.170
    106.412918      9.185833     5.780
    106.196251    -22.032223     6.090
    106.842918     34.009445     5.910
    106.011665    -42.337219     5.200
    105.988747    -43.608055     5.540
    105.995003    -43.611664     6.790
    106.854164     28.177221     6.480
    106.457085    -10.661111     6.490
    106.839165     22.703611     7.680
    105.973747    -49.583889     4.930
    107.055420     33.832222     6.280
    105.815002    -59.178059     5.500
    107.151253     37.445000     6.160
    106.776665      4.910278     6.110
    106.383331    -34.777779     6.140
    106.669586    -11.294168     5.390
    106.649582    -12.393888     6.480
    106.502502    -30.655556     6.340
    108.492081     71.816666     6.350
    106.956253      7.471111     5.750
    106.076248    -56.749722     5.170
    107.091667     15.930834     5.440
    106.509583    -38.382774     6.110
    106.717918    -24.960556     6.080
    106.318748    -50.360275     6.460
    106.750420    -26.657778     6.620
    104.143333    -79.420273     5.450
    106.844170    -23.840279     5.710
    106.779587    -40.893333     5.790
    107.527916     21.246944     6.430
    107.097916    -26.393333     1.840
    107.334587    -10.347222     6.210
    107.205414    -24.044167     6.650
    107.913750     39.320553     4.900
    107.785004     30.245277     4.410
    106.805420    -51.967777     5.960
    107.388336    -16.234722     6.030
    107.846252     26.856667     5.780
    107.557083     -4.237222     4.920
    107.212914    -39.655834     4.830
    108.347504     51.428890     5.470
